!1360717616!Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3!192.168.168.64
G:1360717575802,0,0.8334814529418945,-4.1481040138244625,-9.267206438446044
G:1360717575806,0,1.5984288833618163,-4.334402830505371,-8.875006278991698
G:1360717575807,0,1.470937644958496,-4.324676386260986,-8.83565158920288
G:1360717575808,0,1.412130066680908,-4.314800304412842,-8.81604906311035
G:1360717575848,0,1.3238438804626464,-4.187309066009521,-8.825925144958495
G:1360717575852,0,0.9904512992858886,-4.197185147857666,-8.727912514495848
G:1360717575951,0,0.9118915573120117,-4.069693909454346,-8.463053955841064
G:1360717575953,0,0.9217676391601562,-3.726425246429443,-9.159317726135253
G:1360717577042,0,0.5098153160095215,-3.451840243530273,-9.198522778320312
G:1360717577050,0,0.6667851623535156,-3.6577415863037106,-8.865130197143554
G:1360717577050,0,0.6667851623535156,-3.6577415863037106,-8.865130197143554
G:1360717577050,0,1.0197802696228027,-3.4421137992858886,-9.414300202941893
G:1360717577051,0,1.2159551681518554,-3.324349005126953,-9.296685046386719
G:1360717577051,0,1.363048932647705,-3.3439515312194823,-9.129988755798339
G:1360717577051,0,1.4513351188659667,-3.540126429748535,-9.129988755798339
G:1360717577051,0,2.020107650756836,-3.5500025115966793,-10.33606784210205
G:1360717577051,0,2.3241712615966796,-3.40275910949707,-11.228506510925293
G:1360717577051,0,2.4712650260925293,-3.373430139160156,-11.257985118865966
G:1360717577052,0,2.480991470336914,-3.706822720336914,-10.767622691345213
G:1360717577052,0,2.431910336303711,-3.883395092773437,-9.816376444244383
G:1360717577052,0,2.7163714210510252,-4.089296435546875,-9.865457578277587
G:1360717577052,0,2.765452555084228,-3.765630298614502,-10.247931293487548
G:1360717577052,0,2.637961316680908,-3.6381390602111816,-9.708487731933593
G:1360717577053,0,2.7359739471435547,-3.5302503479003904,-9.767295310211182
G:1360717577053,0,2.157325333404541,-3.2754175086975095,-8.718036432647704
G:1360717577053,0,2.0495862586975098,-3.3439515312194823,-8.041375188446045
G:1360717577053,0,2.2162825492858884,-3.4714427696228025,-8.825925144958495
G:1360717577053,0,1.853411360168457,-3.755903854370117,-8.904335249328613
G:1360717577053,0,1.7063175956726073,-4.0991725173950195,-8.139387818908691
G:1360717577129,0,1.7750012557983397,-4.314800304412842,-8.541464060211181
G:1360717577130,0,1.5885528015136718,-4.216787673950195,-8.767117566680907
G:1360717577152,0,0.9904512992858886,-4.089296435546875,-8.786720092773438
